,time,prophet_pred,arima_pred,values,precinct_number
121,2023-08-01,71.87111609767261,57.60686161526381,,32
122,2023-09-01,67.96249241106077,59.104123819870814,,32
123,2023-10-01,77.00107106235247,59.782180271711,,32
124,2023-11-01,66.57313745168032,60.08924776494461,,32
125,2023-12-01,61.52400066394529,60.2283076398929,,32
126,2024-01-01,72.8228804840826,60.29128287903982,,32
127,2024-02-01,66.18079919179547,60.31980211039313,,32
128,2024-03-01,71.89197859136321,60.33271744931047,,32
129,2024-04-01,67.15406457423764,60.33856634394874,,32
130,2024-05-01,68.32642555162307,60.3412150989453,,32
131,2024-06-01,53.35608561666146,60.34241462526022,,32
108,2022-07-01,71.57588819634586,75.74598851987915,86.0,33
109,2022-08-01,81.82014671236949,79.6965137486881,81.0,33
110,2022-09-01,77.93849322178772,77.72125113428362,61.0,33
111,2022-10-01,84.131263331703,69.8202006766657,84.0,33
112,2022-11-01,78.39198657438942,78.90640870292631,94.0,33
113,2022-12-01,69.14115325101572,82.85693393173527,52.0,33
114,2023-01-01,86.51822663792805,66.26472797073764,80.0,33
115,2023-02-01,75.96377853295346,77.32619861140273,79.0,33
116,2023-03-01,83.34991754973191,76.93114608852183,98.0,33
117,2023-04-01,71.42857519626891,84.43714402325885,82.0,33
118,2023-05-01,80.12013965524703,78.11630365716452,90.0,33
119,2023-06-01,65.1332338720402,81.27672384021169,60.0,33
120,2023-07-01,71.63676480402172,69.4251481537848,,33
121,2023-08-01,81.81409267419694,73.14857671046371,,33
122,2023-09-01,77.35646839722575,74.61952655554649,,33
123,2023-10-01,84.47965825088394,75.2006290028777,,33
124,2023-11-01,79.23154557791939,75.43019499074816,,33
125,2023-12-01,69.21377276810509,75.52088561342403,,33
126,2024-01-01,87.43017963720513,75.55671317271377,,33
127,2024-02-01,75.83780202252333,75.57086694039985,,33
128,2024-03-01,86.10602600401049,75.57645842203252,,33
129,2024-04-01,70.94342194913688,75.57866735095814,,33
130,2024-05-01,79.04468133537685,75.57953999390307,,33
131,2024-06-01,63.77145796076247,75.57988473370004,,33
108,2022-07-01,88.49984783330589,94.72235918550146,107.0,34
109,2022-08-01,109.13664170276856,93.72037702828725,122.0,34
110,2022-09-01,97.62958092864632,95.91539619172474,102.0,34
111,2022-10-01,104.24810049699846,96.43538613777406,74.0,34
112,2022-11-01,97.6682141902902,79.72598420941951,88.0,34
113,2022-12-01,82.65768035578263,74.64198738118677,76.0,34
114,2023-01-01,98.66158867487172,81.49216392809227,90.0,34
115,2023-02-01,85.97004491553588,87.23186867426969,75.0,34
116,2023-03-01,96.398087174167,84.58444187440524,120.0,34
117,2023-04-01,75.32021498159999,95.2603068140706,74.0,34
118,2023-05-01,89.96259265727988,92.13600745853486,96.0,34
119,2023-06-01,74.68452901899717,85.63346700258724,94.0,34
120,2023-07-01,90.04198124897452,85.14969534205662,,34
121,2023-08-01,109.26549874196476,90.05719323911308,,34
122,2023-09-01,98.57688712249626,84.53433888685996,,34
123,2023-10-01,105.22399533735395,85.39056344027034,,34
124,2023-11-01,99.33066600776571,85.63463041495432,,34
125,2023-12-01,83.59784811484654,85.33876341857294,,34
126,2024-01-01,100.19433219053155,86.43351255197649,,34
127,2024-02-01,87.19476762363104,86.47346997582045,,34
128,2024-03-01,99.12173064117847,86.75617789892374,,34
129,2024-04-01,77.02139316936348,86.82493382751873,,34
130,2024-05-01,91.00166825395308,86.68423498709714,,34
131,2024-06-01,73.98157707324216,86.62961081118108,,34
108,2022-07-01,82.0501991951836,74.82045640981332,82.0,40
109,2022-08-01,96.4019781771514,80.8099841646801,119.0,40
110,2022-09-01,93.27280087054908,94.6988556730075,106.0,40
111,2022-10-01,92.77221638627236,98.14429166615663,93.0,40
112,2022-11-01,89.09206292500404,84.92650495213815,75.0,40
113,2022-12-01,73.8500628506474,77.55450489200184,55.0,40
114,2023-01-01,92.61764127903182,67.69222859427681,125.0,40
115,2023-02-01,80.98277154046855,94.01201121117998,83.0,40
116,2023-03-01,88.3028566033253,96.27940127125542,86.0,40
117,2023-04-01,78.03547941887172,77.15104295248727,82.0,40
118,2023-05-01,86.77649887595224,83.29456345070197,118.0,40
119,2023-06-01,79.20890309162088,96.50672428722638,118.0,40
120,2023-07-01,84.98533944129024,105.77929130130464,,40
121,2023-08-01,99.3432498683038,95.94230869929802,,40
122,2023-09-01,96.22850480220124,90.10123717837185,,40
123,2023-10-01,95.95660394926476,88.030261706949,,40
124,2023-11-01,92.45529696964051,87.6840130345816,,40
125,2023-12-01,77.41294185788082,88.06375714976612,,40
126,2024-01-01,95.83935199014076,88.44891039723575,,40
127,2024-02-01,84.26757120887713,88.7120084754499,,40
128,2024-03-01,93.87967530814858,88.82037653124826,,40
129,2024-04-01,80.48681618952796,88.8502356170676,,40
130,2024-05-01,89.18051452877202,88.84106646732762,,40
131,2024-06-01,81.21761881934442,88.82695219446582,,40
108,2022-07-01,43.22462333432597,43.274866941344456,37.0,41
109,2022-08-01,49.53988508288421,40.65292812948981,66.0,41
110,2022-09-01,47.58105221950445,46.60742203683455,38.0,41
111,2022-10-01,54.26424874688511,46.93084509578082,55.0,41
112,2022-11-01,52.99680340368207,41.18483905186454,51.0,41
113,2022-12-01,49.76571052526277,47.970175498194834,33.0,41
114,2023-01-01,50.83870442444556,38.86831591478496,46.0,41
115,2023-02-01,44.90293678665182,38.732899236564776,48.0,41
116,2023-03-01,51.68400239106072,46.84331827171162,76.0,41
117,2023-04-01,43.9799171366216,57.471698917891686,63.0,41
118,2023-05-01,46.15170066847378,60.31467095088779,59.0,41
119,2023-06-01,42.43245272016639,49.85869844442946,37.0,41
120,2023-07-01,44.79004839511816,40.48812254651105,,41
121,2023-08-01,51.26650501257451,36.47014152039333,,41
122,2023-09-01,48.98371343869584,40.83002379993842,,41
123,2023-10-01,55.91654761944172,43.21599586019472,,41
124,2023-11-01,54.633522156018245,47.01693307394002,,41
125,2023-12-01,51.444881017969465,49.01403083423346,,41
126,2024-01-01,52.2943255691932,50.19376079003207,,41
127,2024-02-01,46.50442993080541,50.03797842815822,,41
128,2024-03-01,53.07221131319908,49.276979034173394,,41
129,2024-04-01,45.410393141618535,48.17965591410524,,41
130,2024-05-01,47.86050110292881,47.21257927932913,,41
131,2024-06-01,44.20069564540592,46.55108840690517,,41
108,2022-07-01,50.707012332326585,44.3066879841018,58.0,42
109,2022-08-01,54.35310482166491,49.63996269527942,61.0,42
110,2022-09-01,54.0931309587408,54.89773188655498,59.0,42
111,2022-10-01,57.810993315910025,54.82114985583028,33.0,42
112,2022-11-01,46.720455614695325,42.39992301071074,35.0,42
113,2022-12-01,46.2745994744947,37.17114211987472,51.0,42
114,2023-01-01,47.20244234656286,45.0005540224735,41.0,42
115,2023-02-01,43.68892522355966,44.14783327360908,35.0,42
116,2023-03-01,48.36781971080013,39.00331567863021,48.0,42
117,2023-04-01,43.31965629642032,43.57322761896474,53.0,42
118,2023-05-01,50.39532261262109,48.96893493176963,44.0,42
119,2023-06-01,42.27685466561376,46.03267420564299,26.0,42
120,2023-07-01,53.0734278286351,35.56830661997815,,42
121,2023-08-01,56.626475240708494,35.66580440725635,,42
122,2023-09-01,56.30732830515999,37.876505128906125,,42
123,2023-10-01,60.0778623652007,38.86349282691359,,42
124,2023-11-01,48.97732468702379,39.795216488441206,,42
125,2023-12-01,48.71100894122801,40.425530015037815,,42
126,2024-01-01,49.46711864215138,40.91176571195494,,42
127,2024-02-01,46.07454826833148,41.266817850287225,,42
128,2024-03-01,51.00750782060318,41.53196531124809,,42
129,2024-04-01,45.7204911026408,41.7281467090977,,42
130,2024-05-01,52.68728215992108,41.87385468708783,,42
131,2024-06-01,44.67263789137118,41.981905269565054,,42
108,2022-07-01,113.01844192477849,112.0219919148691,142.0,43
109,2022-08-01,128.49317308747715,121.78870351968358,135.0,43
110,2022-09-01,115.28078135395737,119.88531681264551,93.0,43
111,2022-10-01,128.82266673770258,102.84604322357347,136.0,43
112,2022-11-01,121.72588605045075,120.58894320147456,135.0,43
113,2022-12-01,114.66950574686848,120.97994138549876,95.0,43
114,2023-01-01,120.92872302396738,104.73222251179104,108.0,43
115,2023-02-01,109.1375431896012,109.73876889432442,101.0,43
116,2023-03-01,121.19771053564928,106.67351160038668,125.0,43
117,2023-04-01,106.86979526957838,116.56709738677304,101.0,43
118,2023-05-01,114.77282409073248,106.8195727895678,131.0,43
119,2023-06-01,100.16198267109476,119.2539002451133,110.0,43
120,2023-07-01,115.97801854182568,110.9559880326186,,43
121,2023-08-01,131.41438046927652,111.31143728100515,,43
122,2023-09-01,117.50022216121332,111.44359810715328,,43
123,2023-10-01,131.34480677680406,111.4927372853832,,43
124,2023-11-01,125.58820819608827,111.51100789481782,,43
125,2023-12-01,118.17002416912842,111.51780115390636,,43
126,2024-01-01,124.1179962417095,111.52032697928776,,43
127,2024-02-01,112.83667825738914,111.52126611524211,,43
128,2024-03-01,127.80780571619589,111.52161529866046,,43
129,2024-04-01,111.52248306066632,111.52174512976646,,43
130,2024-05-01,116.80693325810854,111.5217934027233,,43
131,2024-06-01,99.70243997215208,111.52181135125994,,43
108,2022-07-01,87.89389132335313,86.74922833326391,72.0,44
109,2022-08-01,113.60719399347414,82.11360944084028,110.0,44
110,2022-09-01,112.35413038310205,99.89797600659286,109.0,44
111,2022-10-01,107.79777028064682,99.9414480819625,99.0,44
112,2022-11-01,99.23934039137336,95.59401062105265,95.0,44
113,2022-12-01,92.1999665572004,93.84372889780316,109.0,44
114,2023-01-01,97.88774981723994,100.6497500701252,73.0,44
115,2023-02-01,88.1664077160845,83.73739357040373,95.0,44
116,2023-03-01,101.0815587160992,93.77972202679275,104.0,44
117,2023-04-01,93.77497154152036,98.17982269824566,113.0,44
118,2023-05-01,110.27516305924,102.81912374665734,116.0,44
119,2023-06-01,83.54726276565788,104.79409019796202,84.0,44
120,2023-07-01,91.53802519847063,89.9576335886769,,44
121,2023-08-01,116.9230185054644,92.5185108775191,,44
122,2023-09-01,115.7929977876025,93.6192990328988,,44
123,2023-10-01,110.96903953100492,94.09247069493188,,44
124,2023-11-01,102.74322738950713,94.29586261976044,,44
125,2023-12-01,95.9344899557846,94.38329024572543,,44
126,2024-01-01,101.51830984528488,94.42087084184948,,44
127,2024-02-01,91.82285002682114,94.43702478849336,,44
128,2024-03-01,106.47760367353573,94.44396853125124,,44
129,2024-04-01,96.98365017337451,94.44695328566144,,44
130,2024-05-01,113.16862337720528,94.44823627657858,,44
131,2024-06-01,87.17600657839331,94.44878776774576,,44
108,2022-07-01,57.952430274341744,80.09174183987386,62.0,45
109,2022-08-01,68.41033624965229,63.78838818610249,66.0,45
110,2022-09-01,67.52443954341516,65.46052702238673,54.0,45
111,2022-10-01,66.373617358252,60.444110513534,48.0,45
112,2022-11-01,62.40915137821726,57.93590225910764,53.0,45
113,2022-12-01,57.179490393656806,60.02607580446293,59.0,45
114,2023-01-01,62.091632759855486,62.534284058889305,50.0,45
115,2023-02-01,58.62115436789469,58.77197167724975,51.0,45
116,2023-03-01,67.6884872395542,59.19000638632082,84.0,45
117,2023-04-01,59.355972372940336,72.98515178566582,65.0,45
118,2023-05-01,66.443697823278,65.04249231331566,73.0,45
119,2023-06-01,53.41678108830091,68.38676998588416,46.0,45
120,2023-07-01,57.58738424765304,57.09983284096551,,45
121,2023-08-01,67.68585786047636,61.739948233375934,,45
122,2023-09-01,66.37693642475234,63.67967752149838,,45
123,2023-10-01,65.3423021372007,64.49055169013526,,45
124,2023-11-01,61.83376360873905,64.82952523731461,,45
125,2023-12-01,56.59243189756193,64.97122794549253,,45
126,2024-01-01,61.60335218283118,65.03046459588026,,45
127,2024-02-01,58.13544848542674,65.05522757179143,,45
128,2024-03-01,68.21818931346674,65.0655793552222,,45
129,2024-04-01,59.70728034398133,65.06990675999705,,45
130,2024-05-01,65.35479737681274,65.07171576539314,,45
131,2024-06-01,52.04796942258143,65.0724719924376,,45
108,2022-07-01,116.76184047242116,120.76701601791304,109.0,46
109,2022-08-01,142.93503370018186,116.58937300596156,106.0,46
110,2022-09-01,140.7206435362274,114.53732659262778,116.0,46
111,2022-10-01,145.09778555165198,118.71836933658312,129.0,46
112,2022-11-01,138.07480262989074,124.81232147710044,141.0,46
113,2022-12-01,116.86412551114933,130.96382091704774,86.0,46
114,2023-01-01,133.54413394342407,105.06661165963328,116.0,46
115,2023-02-01,121.8706324628262,118.12414050067802,133.0,46
116,2023-03-01,145.88505612801788,126.2055896546762,151.0,46
117,2023-04-01,131.34968486679622,135.4731470370843,147.0,46
118,2023-05-01,137.7366416020223,134.75260615648787,170.0,46
119,2023-06-01,111.00401874741944,146.8747093196379,129.0,46
120,2023-07-01,121.34988711047308,128.79896160010344,,46
121,2023-08-01,146.81274526906708,128.71721755303176,,46
122,2023-09-01,144.5533063698757,128.68397967790395,,46
123,2023-10-01,149.87296441708463,128.6704648547139,,46
124,2023-11-01,142.50388062872392,128.66496960433597,,46
125,2023-12-01,121.21202874007582,128.66273518541004,,46
126,2024-01-01,138.22272959464917,128.6618266502946,,46
127,2024-02-01,126.12922193101348,128.66145723162992,,46
128,2024-03-01,151.11168192365645,128.66130702263138,,46
129,2024-04-01,136.76584231493698,128.66124594628252,,46
130,2024-05-01,140.67938531973158,128.661221112082,,46
131,2024-06-01,114.85672701376691,128.66121101426955,,46
108,2022-07-01,75.29040950464645,80.07505618938501,83.0,47
109,2022-08-01,87.66158982063953,80.60517409012641,84.0,47
110,2022-09-01,83.59156687111084,81.66870690633964,60.0,47
111,2022-10-01,86.66760412829959,73.69825531174621,66.0,47
112,2022-11-01,88.05702004744546,72.2452857321305,90.0,47
113,2022-12-01,85.2466815884677,81.23127742558071,68.0,47
114,2023-01-01,84.35818626882669,77.27389450414776,68.0,47
115,2023-02-01,74.44899071934859,74.0821970505979,63.0,47
116,2023-03-01,99.53319690964676,72.39146189402018,98.0,47
117,2023-04-01,75.17039186794027,83.50122220516641,68.0,47
118,2023-05-01,79.20370131826358,78.43451175998409,67.0,47
119,2023-06-01,64.92424549976397,73.74405001928235,39.0,47
120,2023-07-01,76.07457687657401,64.13085598546766,,47
121,2023-08-01,87.82056503607194,68.56661993594483,,47
122,2023-09-01,83.29371853432384,73.71247348624908,,47
123,2023-10-01,86.85441371838608,76.09605661083656,,47
124,2023-11-01,88.67994991524372,77.64860397162084,,47
125,2023-12-01,85.08017254554674,78.51939671578639,,47
126,2024-01-01,84.76392604576574,79.03909185429576,,47
127,2024-02-01,74.99799142282329,79.34115735821376,,47
128,2024-03-01,100.79556725017991,79.5186958048175,,47
129,2024-04-01,75.40965256642741,79.62255270801094,,47
130,2024-05-01,79.57807495913667,79.68342838459527,,47
131,2024-06-01,65.55709780217691,79.71908057815959,,47
108,2022-07-01,96.19503688291424,102.72201371123396,97.0,48
109,2022-08-01,105.01469598095368,91.92945461987414,110.0,48
110,2022-09-01,102.46027604844384,104.92945461987414,89.0,48
111,2022-10-01,111.99643276639392,97.19088099866484,80.0,48
112,2022-11-01,98.23435530717214,83.51037757085636,68.0,48
113,2022-12-01,91.51854591134364,72.68050342780849,43.0,48
114,2023-01-01,102.99909959746536,52.75104880793435,77.0,48
115,2023-02-01,88.66752597944287,63.73857362120928,68.0,48
116,2023-03-01,106.1930764727796,71.51037757085636,100.0,48
117,2023-04-01,93.19740049569889,87.51865752584402,69.0,48
118,2023-05-01,100.28859523886489,81.0913005218386,82.0,48
119,2023-06-01,89.02233890166406,76.92945461987414,80.0,48
120,2023-07-01,100.78445227976684,80.78008390463475,,48
121,2023-08-01,109.20078250544928,80.47581845549965,,48
122,2023-09-01,106.6157568923803,80.59449474530302,,48
123,2023-10-01,116.07462518222717,80.54820601353433,,48
124,2023-11-01,102.28388995382645,80.56626056084369,,48
125,2023-12-01,95.94419736347444,80.55921852996293,,48
126,2024-01-01,107.63098356749572,80.56196521743594,,48
127,2024-02-01,93.04896038251776,80.56089389409156,,48
128,2024-03-01,111.23010008958954,80.56131175514037,,48
129,2024-04-01,98.09147195960232,80.56114877180109,,48
130,2024-05-01,104.89857294283532,80.56121234214093,,48
131,2024-06-01,92.92167963727722,80.56118754704147,,48
108,2022-07-01,86.46938724028762,96.3762242167181,97.0,49
109,2022-08-01,100.66080268423414,94.10756566633644,77.0,49
110,2022-09-01,98.50453754157957,87.62568409381743,69.0,49
111,2022-10-01,103.80010089712928,85.03293146480982,107.0,49
112,2022-11-01,97.87042874953416,97.34850645259596,95.0,49
113,2022-12-01,98.13963573552157,93.45937750908456,110.0,49
114,2023-01-01,104.283621451421,98.3207886884738,97.0,49
115,2023-02-01,92.6228338963986,94.10756566633644,92.0,49
116,2023-03-01,113.95473854351236,92.48709527320668,122.0,49
117,2023-04-01,91.90856921439963,102.20991763198522,103.0,49
118,2023-05-01,98.75417530156209,96.05213013809217,108.0,49
119,2023-06-01,77.73070919035331,97.6726005312219,68.0,49
120,2023-07-01,87.33369353413593,84.70883738618387,,49
121,2023-08-01,100.88768952258933,90.12407264376998,,49
122,2023-09-01,99.04178192565722,91.8791183251201,,49
123,2023-10-01,104.88546469791882,92.44791823816374,,49
124,2023-11-01,99.0919060998694,92.63226292190411,,49
125,2023-12-01,98.98180760539748,92.69200794233056,,49
126,2024-01-01,105.04465916266292,92.71137094967816,,49
127,2024-02-01,93.71724408652224,92.7176463857039,,49
128,2024-03-01,116.33623994602344,92.71968021736063,,49
129,2024-04-01,93.33010063821531,92.72033937015752,,49
130,2024-05-01,98.23149758779378,92.7205529976759,,49
131,2024-06-01,77.289014021938,92.72062223308964,,49
108,2022-07-01,53.15363847393479,59.720370836575256,57.0,50
109,2022-08-01,55.5849032390466,58.19195671820261,48.0,50
110,2022-09-01,58.90395155170848,54.75302495186418,40.0,50
111,2022-10-01,67.26134966294238,51.696196715118894,75.0,50
112,2022-11-01,56.81253917760501,65.06982025087949,70.0,50
113,2022-12-01,55.62307483007956,63.15930260291369,41.0,50
114,2023-01-01,61.59995077176735,52.07830024471205,49.0,50
115,2023-02-01,53.80328440378404,55.135128481457336,62.0,50
116,2023-03-01,60.41576038819928,60.102474366168416,75.0,50
117,2023-04-01,51.7358757967952,65.06982025087949,63.0,50
118,2023-05-01,53.3696973847822,60.484577895761575,57.0,50
119,2023-06-01,41.27569088492692,58.19195671820261,40.0,50
120,2023-07-01,52.715246573457534,51.696196715118894,,50
121,2023-08-01,54.27597391779237,56.16535476278175,,50
122,2023-09-01,58.00075193697592,57.8730358271034,,50
123,2023-10-01,66.47690422746322,58.525546789200106,,50
124,2023-11-01,56.263478189363845,58.774873530915485,,50
125,2023-12-01,54.99846724769834,58.8701421589469,,50
126,2024-01-01,60.89441227827745,58.9065446379772,,50
127,2024-02-01,52.88758821548432,58.92045415370062,,50
128,2024-03-01,60.113194362608944,58.92576902875346,,50
129,2024-04-01,50.23674852372344,58.92779986127051,,50
130,2024-05-01,53.367277545035854,58.92857584954328,,50
131,2024-06-01,39.66182676531827,58.928872357401225,,50
108,2022-07-01,119.31170341904648,133.3805222680809,123.0,52
109,2022-08-01,141.0657761209625,127.07057892856896,132.0,52
110,2022-09-01,150.9459315556397,131.80303643320292,129.0,52
111,2022-10-01,165.01863517755731,130.22555059832493,160.0,52
112,2022-11-01,154.5786161767896,146.52623755873077,167.0,52
113,2022-12-01,133.94747765458274,150.20703784011275,134.0,52
114,2023-01-01,147.58564150799927,132.8546936564549,119.0,52
115,2023-02-01,132.11066086483012,124.967264482065,125.0,52
116,2023-03-01,156.34433400181942,128.12223615182094,167.0,52
117,2023-04-01,139.5941595185632,150.20703784011275,159.0,52
118,2023-05-01,146.3879757631896,146.00040894710477,169.0,52
119,2023-06-01,119.86244328782368,151.25869506336474,141.0,52
120,2023-07-01,122.03672500628488,136.53549393783686,,52
121,2023-08-01,142.23678308105252,134.18792891357378,,52
122,2023-09-01,152.30160935062406,132.9535120561638,,52
123,2023-10-01,167.94106966464597,132.30442035386417,,52
124,2023-11-01,157.12999841507894,131.96310936522602,,52
125,2023-12-01,136.29995055333458,131.78363828193773,,52
126,2024-01-01,149.76379561132757,131.68926725138522,,52
127,2024-02-01,134.04733049363284,131.63964426341207,,52
128,2024-03-01,159.5161421553076,131.61355107654143,,52
129,2024-04-01,140.9697976139485,131.59983053231633,,52
130,2024-05-01,148.80130882325778,131.5926158775957,,52
131,2024-06-01,120.62401532086604,131.5888222057206,,52
108,2022-07-01,73.17926336383523,61.58984222589596,91.0,60
109,2022-08-01,82.42516624163528,65.98599136412676,69.0,60
110,2022-09-01,60.8667119942961,57.799307759014056,64.0,60
111,2022-10-01,57.28359283115668,49.18874653954815,52.0,60
112,2022-11-01,43.35756009761815,40.49616799677817,47.0,60
113,2022-12-01,37.559730425603874,36.00243674729995,22.0,60
114,2023-01-01,44.78535480263386,29.449311238849774,51.0,60
115,2023-02-01,36.36566082502637,38.92073875928519,37.0,60
116,2023-03-01,50.17401887890704,43.06348064278066,69.0,60
117,2023-04-01,47.81159509879246,56.26615708440302,61.0,60
118,2023-05-01,47.1944095516943,59.90540782490512,56.0,60
119,2023-06-01,52.819958453024704,57.880463784969415,63.0,60
120,2023-07-01,74.30027667178027,56.45400525537402,,60
121,2023-08-01,83.16957246407652,51.80831001524055,,60
122,2023-09-01,61.00744085767112,46.9926870324595,,60
123,2023-10-01,58.314316864904406,43.25623024163411,,60
124,2023-11-01,44.26741675816135,41.433859440776885,,60
125,2023-12-01,38.46396276133143,41.77893832333052,,60
126,2024-01-01,45.72185926337837,43.96302001845124,,60
127,2024-02-01,37.56227617420736,47.22425696593507,,60
128,2024-03-01,53.76805618223797,50.61007929866722,,60
129,2024-04-01,48.28720726051576,53.24169343093649,,60
130,2024-05-01,47.7606723656955,54.53040990930858,,60
131,2024-06-01,53.565819708603165,54.29587521625061,,60
108,2022-07-01,109.5792937010148,110.93617524412456,130.0,61
109,2022-08-01,124.74400917731607,122.39330252702725,115.0,61
110,2022-09-01,115.81870631195612,128.55713629414282,123.0,61
111,2022-10-01,130.55384510615238,121.14340589898217,106.0,61
112,2022-11-01,121.22153629304104,109.99170870885746,105.0,61
113,2022-12-01,119.01018783182964,109.2628763927485,104.0,61
114,2023-01-01,122.8753638979652,115.89740798937876,129.0,61
115,2023-02-01,113.6472587283198,124.6716329986457,151.0,61
116,2023-03-01,128.9083632475062,133.08596159268865,161.0,61
117,2023-04-01,99.27685756815724,137.77233089295416,139.0,61
118,2023-05-01,135.0479615593467,130.6223053072183,165.0,61
119,2023-06-01,113.038615051644,132.89109394772353,140.0,61
120,2023-07-01,108.30479681737688,138.2149167643373,,61
121,2023-08-01,121.9737239196835,135.34020080363337,,61
122,2023-09-01,112.33598824378258,130.00460442096897,,61
123,2023-10-01,127.23916316174804,129.26836446745537,,61
124,2023-11-01,119.87309596979576,132.19760293851516,,61
125,2023-12-01,118.66051230201693,134.02209203587043,,61
126,2024-01-01,121.23918413045423,133.0795141026264,,61
127,2024-02-01,111.95902365604474,131.5181880558577,,61
128,2024-03-01,133.861455059479,131.36495050024035,,61
129,2024-04-01,100.18246342071396,132.2512672340067,,61
130,2024-05-01,127.5512109490272,132.7606450878142,,61
131,2024-06-01,108.36881703117947,132.45544870529835,,61
108,2022-07-01,88.1467911101031,102.84594580766004,111.0,62
109,2022-08-01,108.85206639975245,105.95148184474128,116.0,62
110,2022-09-01,107.38646264296816,107.06060185798457,90.0,62
111,2022-10-01,123.0372266776056,101.29317778911944,111.0,62
112,2022-11-01,99.87295365359128,105.95148184474128,89.0,62
113,2022-12-01,102.1660041480828,101.07135378647077,82.0,62
114,2023-01-01,113.0617420499305,99.51858576793016,103.0,62
115,2023-02-01,91.1023540718306,104.176889823552,91.0,62
116,2023-03-01,118.0450140106792,101.51500179176809,126.0,62
117,2023-04-01,100.64137037176762,109.27884188447116,111.0,62
118,2023-05-01,97.65467115647496,105.95148184474128,112.0,62
119,2023-06-01,84.27077702192173,106.17330584738993,109.0,62
120,2023-07-01,87.71287416157415,105.50783383944396,,62
121,2023-08-01,107.9439918514828,104.7331875637952,,62
122,2023-09-01,106.86256951570512,104.56135242629394,,62
123,2023-10-01,122.93620094355492,104.52323526829773,,62
124,2023-11-01,99.57744036326255,104.5147799677414,,62
125,2023-12-01,101.82363763178844,104.5129043791284,,62
126,2024-01-01,112.88988957478416,104.51248832855494,,62
127,2024-02-01,91.06354311871294,104.51239603855144,,62
128,2024-03-01,120.91934491041944,104.51237556641344,,62
129,2024-04-01,97.28174400828144,104.51237102520186,,62
130,2024-05-01,99.53845596480376,104.51237001785212,,62
131,2024-06-01,81.30474012483751,104.51236979439778,,62
108,2022-07-01,45.1564461497714,44.38883685872144,36.0,63
109,2022-08-01,54.66223649938613,47.44182471336611,52.0,63
110,2022-09-01,55.34563054728751,52.32660528079757,43.0,63
111,2022-10-01,51.85231626760315,49.578916211617376,38.0,63
112,2022-11-01,53.312667575887815,48.05242228429504,46.0,63
113,2022-12-01,43.46271389577311,50.49481256801077,46.0,63
114,2023-01-01,51.04949571471538,50.49481256801077,38.0,63
115,2023-02-01,51.90842614573039,48.05242228429504,45.0,63
116,2023-03-01,56.49477456684433,50.18951378254631,63.0,63
117,2023-04-01,49.33738228854521,55.6848919209067,70.0,63
118,2023-05-01,48.9398981173751,57.82198341915797,55.0,63
119,2023-06-01,39.219290024017845,53.24250163719097,40.0,63
120,2023-07-01,44.66356416748624,48.66301985522397,,63
121,2023-08-01,54.0096400044992,51.30782929547841,,63
122,2023-09-01,54.68757381955117,52.11528640537305,,63
123,2023-10-01,51.06072945968775,52.36180208033853,,63
124,2023-11-01,53.16260525485461,52.43706301650344,,63
125,2023-12-01,42.707065984382986,52.46004008890751,,63
126,2024-01-01,50.38311236633773,52.467054961206,,63
127,2024-02-01,52.01032656038785,52.46919659319892,,63
128,2024-03-01,58.74217031567315,52.46985043084527,,63
129,2024-04-01,47.71692115907062,52.47005004668459,,63
130,2024-05-01,47.88652207108011,52.470110989157895,,63
131,2024-06-01,38.72957411087151,52.470129594820975,,63
108,2022-07-01,107.29994923858006,122.70000000000005,118.0,66
109,2022-08-01,139.06146246447423,122.70000000000005,141.0,66
110,2022-09-01,76.62574067094629,122.70000000000005,82.0,66
111,2022-10-01,115.73456536433392,122.70000000000005,73.0,66
112,2022-11-01,137.05943758563535,122.70000000000005,110.0,66
113,2022-12-01,127.2690446834284,122.70000000000005,102.0,66
114,2023-01-01,147.41566734888107,122.70000000000005,147.0,66
115,2023-02-01,121.98918899516605,122.70000000000005,140.0,66
116,2023-03-01,131.01197397710575,122.70000000000005,186.0,66
117,2023-04-01,70.86271558682436,122.70000000000005,81.0,66
118,2023-05-01,138.03153626055666,122.70000000000005,181.0,66
119,2023-06-01,108.6612093748513,122.70000000000005,157.0,66
120,2023-07-01,106.73824108904287,122.70000000000005,,66
121,2023-08-01,136.87952399371156,122.70000000000005,,66
122,2023-09-01,74.0728658704541,122.70000000000005,,66
123,2023-10-01,115.4731481815363,122.70000000000005,,66
124,2023-11-01,136.5341593149612,122.70000000000005,,66
125,2023-12-01,126.85789531430984,122.70000000000005,,66
126,2024-01-01,146.81621725465794,122.70000000000005,,66
127,2024-02-01,121.46570912729211,122.70000000000005,,66
128,2024-03-01,134.96471196436866,122.70000000000005,,66
129,2024-04-01,71.98932299155751,122.70000000000005,,66
130,2024-05-01,133.28496936127624,122.70000000000005,,66
131,2024-06-01,104.0951154519466,122.70000000000005,,66
108,2022-07-01,86.46981849067598,88.84455946250536,80.0,67
109,2022-08-01,97.91418012728036,84.27798417823647,106.0,67
110,2022-09-01,110.50788451178512,94.25973698506904,86.0,67
111,2022-10-01,108.22923850199656,86.87057977351422,106.0,67
112,2022-11-01,93.10221008493669,94.63158064180224,90.0,67
113,2022-12-01,82.88685670726831,88.78788335849023,63.0,67
114,2023-01-01,91.73645205087496,78.31188158131894,87.0,67
